,xst,yst,xin,yin,exitcell,exitface,dtau,tsum,line
901,750.0,571.7844807618361,1000.0,644.9995876760378,35.0,1.0,156.70615058674088,387.5837647078254,122
902,500.0,610.3745939776494,750.0,571.7844807618361,34.0,1.0,152.4842388519684,540.0680035597939,122
903,410.341396653183,750.0,500.0,610.3745939776494,33.0,4.0,68.12084986069537,608.1888534204892,122
904,,,,,,,22.26179875333927,630.4506521738284,122
905,1516.4473684210525,1000.0,1516.4473684210525,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,123
906,1500.0,972.3446005148927,1516.4473684210525,1000.0,54.0,1.0,5.302793161234742,16.433692537904378,123
907,1250.0,796.9389930135967,1500.0,972.3446005148927,53.0,1.0,86.09491019583803,102.5286027337424,123
908,1153.3938093117242,750.0,1250.0,796.9389930135967,52.0,2.0,37.705330335987526,140.23393306972991,123
909,1000.0,621.9471298764554,1153.3938093117242,750.0,36.0,1.0,99.43814807342324,239.67208114315315,123
910,750.0,550.5085157291726,1000.0,621.9471298764554,35.0,1.0,156.70615058674088,396.378231729894,123
911,500.0,588.5580926377737,750.0,550.5085157291726,34.0,1.0,152.4842388519684,548.8624705818625,123
912,396.332219557332,750.0,500.0,588.5580926377737,33.0,4.0,82.00720224566906,630.8696728275315,123
913,,,,,,,22.26179875333927,653.1314715808708,123
914,1523.0263157894738,1000.0,1523.0263157894738,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,124
915,1500.0,961.2824407208493,1523.0263157894738,1000.0,54.0,1.0,7.513693838009977,18.644593214679613,124
916,1250.0,783.5217105702966,1500.0,961.2824407208493,53.0,1.0,86.09491019583803,104.73950341051764,124
917,1181.0082182075528,750.0,1250.0,783.5217105702966,52.0,2.0,26.716201623540236,131.45570503405787,124
918,1000.0,598.8946720768708,1181.0082182075528,750.0,36.0,1.0,117.1977532705888,248.65345830464668,124
919,750.0,529.232550696507,1000.0,598.8946720768708,35.0,1.0,156.70615058674088,405.35960889138755,124
920,500.0,566.741591297896,750.0,529.232550696507,34.0,1.0,152.4842388519684,557.8438477433559,124
921,382.3230424614797,750.0,500.0,566.741591297896,33.0,4.0,97.22723433861891,655.0710820819749,124
922,,,,,,,22.26179875333927,677.3328808353141,124
923,1529.6052631578946,1000.0,1529.6052631578946,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,125
924,1500.0,950.2202809268066,1529.6052631578946,1000.0,54.0,1.0,9.779726335074471,20.910625711744107,125
925,1250.0,770.1044281269973,1500.0,950.2202809268066,53.0,1.0,86.09491019583803,107.00553590758213,125
926,1208.6226271033802,750.0,1250.0,770.1044281269973,52.0,2.0,15.898800779998183,122.90433668758031,125
927,1000.0,575.8422142772863,1208.6226271033802,750.0,36.0,1.0,134.91469349770352,257.81903018528385,125
928,750.0,507.95658566384145,1000.0,575.8422142772863,35.0,1.0,156.70615058674088,414.5251807720247,125
929,500.0,544.9250899580182,750.0,507.95658566384145,34.0,1.0,152.4842388519684,567.0094196239932,125
930,368.3138653656275,750.0,500.0,544.9250899580182,33.0,4.0,114.06461042694445,681.0740300509376,125
931,,,,,,,22.26179875333927,703.3358288042768,125
932,1536.1842105263158,1000.0,1536.1842105263158,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,126
933,1500.0,939.1581211327633,1536.1842105263158,1000.0,54.0,1.0,12.103710698041098,23.234610074710734,126
934,1250.0,756.6871456836973,1500.0,939.1581211327633,53.0,1.0,86.09491019583803,109.32952027054876,126
935,1236.2370359992083,750.0,1250.0,756.6871456836973,52.0,2.0,5.247843077878421,114.57736334842717,126
936,1000.0,552.7897564777018,1236.2370359992083,750.0,36.0,1.0,152.58917325683953,267.1665366052667,126
937,803.6716857111105,500.0,1000.0,552.7897564777018,35.0,2.0,124.10662776447687,391.27316436974354,126
938,750.0,478.1080450651939,803.6716857111105,500.0,19.0,1.0,55.39827009068461,446.67143446042815,126
939,657.1313346575079,500.0,750.0,478.1080450651939,18.0,4.0,93.63698803005343,540.3084224904816,126
940,500.0,523.1085886181407,657.1313346575079,500.0,34.0,1.0,96.28584311678917,636.5942656072707,126
941,354.3046882697754,750.0,500.0,523.1085886181407,33.0,4.0,132.9043835434974,769.4986491507681,126
942,,,,,,,22.26179875333927,791.7604479041073,126
943,1542.7631578947367,1000.0,1542.7631578947367,1000.0,70.0,2.0,11.130899376669635,11.130899376669635,127
944,1500.0,928.0959613387207,1542.7631578947367,1000.0,54.0,1.0,14.488689036396472,25.619588413066108,127
945,1257.5537170685593,750.0,1500.0,928.0959613387207,53.0,2.0,83.23474373058195,108.85433214364807,127
946,1250.0,738.6871263981382,1257.5537170685593,750.0,37.0,1.0,4.76123790738394,113.61557005103201,127
947,1000.0,529.7372986781196,1250.0,738.6871263981382,36.0,1.0,161.38230572373962,274.9978757747716,127
